DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2016-0061-MAR,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2016-000016,,MAR,Morocco,Northern Africa,Africa,"Figuig district (Oriental province), Azilal district (Tadla - Azilal province, north of the High Atlas region), Taza, Guercif cities (Taza district, Taza - Al Hoceima - Taounate province), Rif region (Al Hoceima district, Taza - Al Hoceima - Taounate province), Boulemane, Sefrou districts (Fès - Boulemane province, Middle Atlas region)",Polar air mass flow,Snow/ice|Storm,No,No,No,,,°C,,,,2016,2,27,2016,2,27,,,750000,,750000,,,,,,,76.5112162,"[{""adm2_code"":21818,""adm2_name"":""Figuig""},{""adm2_code"":21788,""adm2_name"":""Boulemane""},{""adm2_code"":147341,""adm2_name"":""Sefrou""},{""adm2_code"":21799,""adm2_name"":""Azilal""},{""adm2_code"":21787,""adm2_name"":""Al Hoceïma""},{""adm2_code"":21791,""adm2_name"":""Taza""}]",2016-03-15,2023-09-25
2016-0133-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Rajasthan, Orissa, Bihar, Jharkhand, Tamil Nadu, Uttar Pradesh provinces",,,No,No,No,,51,°C,,,,2016,4,1,2016,5,20,300,,,,,,,,,,,76.5112162,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2016-05-10,2023-09-25
2016-0509-MNG,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,GLIDE:CW-2017-000001,,MNG,Mongolia,Eastern Asia,Asia,"Arkhangai, Bayan-Ulgii, Bayankhongor, Bulgan, Dornod, Darkhan-Uul, Zavkhan, Orkhon, Uvurkhangai (Ovoxangai), Selenge, Uvs, Tuv (Tov), Khovd (Xovd), Khuvsgul (Xovsgol), Khentii (Xentii), Ulaanbaatar provinces",,,Yes,No,No,,,°C,,,,2016,12,23,2017,1,4,,,157000,,157000,,,,,,,76.5112162,"[{""adm1_code"":2075,""adm1_name"":""Arxangai""},{""adm1_code"":2076,""adm1_name"":""Bayan-O'lgii""},{""adm1_code"":2077,""adm1_name"":""Bayanxongor""},{""adm1_code"":2078,""adm1_name"":""Bulgan""},{""adm1_code"":2079,""adm1_name"":""Darxan-Uul""},{""adm1_code"":2081,""adm1_name"":""Dornod""},{""adm1_code"":2086,""adm1_name"":""Xentii""},{""adm1_code"":2087,""adm1_name"":""Xovd""},{""adm1_code"":2088,""adm1_name"":""Xo'vsgol""},{""adm1_code"":2090,""adm1_name"":""Orxon""},{""adm1_code"":2091,""adm1_name"":""O'vorxangai""},{""adm1_code"":2092,""adm1_name"":""Selenge""},{""adm1_code"":2094,""adm1_name"":""To'v""},{""adm1_code"":2095,""adm1_name"":""Ulaanbaatar""},{""adm1_code"":2096,""adm1_name"":""Uvs""},{""adm1_code"":2097,""adm1_name"":""Zavxan""}]",2017-01-04,2023-09-25
2016-0538-JPN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,JPN,Japan,Eastern Asia,Asia,"Yamanashi, Kawanehoncho,Shizuoka",,,No,No,No,,,°C,,,,2016,8,6,2016,8,8,3,490,,,490,,,,,,,76.5112162,"[{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1697,""adm1_name"":""Yamanasi""}]",2017-03-30,2023-09-25
2017-0010-ALB,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,GLIDE:CW-2017-000005|GLIDE:CW-2017-000007,,ALB,Albania,Southern Europe,Europe,"Peshkopi, Bulqiza, Kukes, Puka, Skhodra, Mirdita and Pogradec",,Snow/ice,No,No,No,,,°C,,,,2017,1,20,2017,1,20,6,,,,,,,,,,,78.14100176,"[{""adm1_code"":306,""adm1_name"":""Bulqize""},{""adm1_code"":321,""adm1_name"":""Kukes""},{""adm1_code"":329,""adm1_name"":""Mirdite""},{""adm1_code"":332,""adm1_name"":""Pogradec""},{""adm1_code"":333,""adm1_name"":""Puke""},{""adm1_code"":335,""adm1_name"":""Shkoder""},{""adm2_code"":3813,""adm2_name"":""Peshkopi""}]",2017-01-20,2023-09-25
2017-0010-BLR,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,GLIDE:CW-2017-000005|GLIDE:CW-2017-000007,,BLR,Belarus,Eastern Europe,Europe,"Vitebsk, Minsk, Gomel, Grodno, Brest, Mogilev provinces",,Snow/ice,No,No,No,,-31,°C,,,,2017,1,5,2017,1,20,43,539,50000,,50539,,,,,,,78.14100176,"[{""adm1_code"":593,""adm1_name"":""Brest""},{""adm1_code"":594,""adm1_name"":""Gomel""},{""adm1_code"":595,""adm1_name"":""Grodno""},{""adm1_code"":596,""adm1_name"":""Minsk""},{""adm1_code"":597,""adm1_name"":""Minsk City""},{""adm1_code"":598,""adm1_name"":""Mogilev""},{""adm1_code"":599,""adm1_name"":""Vitebsk""}]",2017-02-08,2023-09-25
2017-0010-GRC,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,GLIDE:CW-2017-000005|GLIDE:CW-2017-000007,,GRC,Greece,Southern Europe,Europe,Aegean Islands,,Snow/ice,No,No,No,,,°C,,,,2017,1,20,2017,1,20,,,,,,,,,,,,78.14100176,"[{""adm1_code"":1348,""adm1_name"":""Voreio Aigaio""},{""adm1_code"":40766,""adm1_name"":""Notio Aigaio""}]",2017-01-20,2023-09-25
2017-0010-MKD,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,GLIDE:CW-2017-000005|GLIDE:CW-2017-000007,,MKD,North Macedonia,Southern Europe,Europe,"Skopje, Negotino, Kavadarci, Kumanovo, Bitola, Gostivar, Kriva Palanka, Debar, Sveti Nikole, Struga, Stip, Ohrid provinces, Makedonski Brod district (Brod province), Kivecho (?)",,Snow/ice,No,No,No,,-25,°C,,,,2017,1,5,2017,1,20,3,,2220,,2220,,,,,,,78.14100176,"[{""adm1_code"":2928,""adm1_name"":""Bitola""},{""adm1_code"":2930,""adm1_name"":""Debar""},{""adm1_code"":2934,""adm1_name"":""Gostivar""},{""adm1_code"":2935,""adm1_name"":""Kavadarci""},{""adm1_code"":2936,""adm1_name"":""Kicevo""},{""adm1_code"":2939,""adm1_name"":""Kriva Palanka""},{""adm1_code"":2941,""adm1_name"":""Kumanovo""},{""adm1_code"":2942,""adm1_name"":""Negotino""},{""adm1_code"":2943,""adm1_name"":""Ohrid""},{""adm1_code"":2948,""adm1_name"":""Skopje""},{""adm1_code"":2949,""adm1_name"":""Stip""},{""adm1_code"":2950,""adm1_name"":""Struga""},{""adm1_code"":2952,""adm1_name"":""Sveti Nikole""},{""adm2_code"":27207,""adm2_name"":""Makedonski Brod""}]",2017-01-20,2023-09-25
2017-0010-SRB,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,GLIDE:CW-2017-000005|GLIDE:CW-2017-000007,,SRB,Serbia,Southern Europe,Europe,Belgrade,,Snow/ice,No,No,No,,,°C,,,,2017,1,20,2017,1,20,6,,,,,,,,,,,78.14100176,"[{""adm1_code"":25373,""adm1_name"":""Grad Beograd""}]",2017-01-20,2023-09-25
2017-0010-UKR,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,GLIDE:CW-2017-000005|GLIDE:CW-2017-000007,,UKR,Ukraine,Eastern Europe,Europe,Eastern Ukraine,,Cold wave|Snow/ice,No,No,No,,,°C,,,,2017,1,,2017,1,13,37,,,,,,,,,,,78.14100176,"[{""adm1_code"":3148,""adm1_name"":""Cherkas'ka""},{""adm1_code"":3149,""adm1_name"":""Chernihivs'ka""},{""adm1_code"":3150,""adm1_name"":""Chernivets'ka""},{""adm1_code"":3151,""adm1_name"":""Dnipropetrovs'ka""},{""adm1_code"":3152,""adm1_name"":""Donets'ka""},{""adm1_code"":3153,""adm1_name"":""Ivano-frankivs'ka""},{""adm1_code"":3154,""adm1_name"":""Kharkivs'ka""},{""adm1_code"":3155,""adm1_name"":""Khersons'ka""},{""adm1_code"":3156,""adm1_name"":""Khmel'nyts'ka""},{""adm1_code"":3157,""adm1_name"":""Kirovohrads'ka""},{""adm1_code"":3158,""adm1_name"":""Krym""},{""adm1_code"":3159,""adm1_name"":""Kyyivs'ka""},{""adm1_code"":3160,""adm1_name"":""L'vivs'ka""},{""adm1_code"":3161,""adm1_name"":""Luhans'ka""},{""adm1_code"":3162,""adm1_name"":""Mykolayivs'ka""},{""adm1_code"":3163,""adm1_name"":""Odes'ka""},{""adm1_code"":3164,""adm1_name"":""Poltavs'ka""},{""adm1_code"":3165,""adm1_name"":""Rivnens'ka""},{""adm1_code"":3166,""adm1_name"":""Sums'ka""},{""adm1_code"":3167,""adm1_name"":""Ternopil's'ka""},{""adm1_code"":3168,""adm1_name"":""Vinnyts'ka""},{""adm1_code"":3169,""adm1_name"":""Volyns'ka""},{""adm1_code"":3170,""adm1_name"":""Zakarpats'ka""},{""adm1_code"":3171,""adm1_name"":""Zaporiz'ka""},{""adm1_code"":3172,""adm1_name"":""Zhytomyrs'ka""}]",2017-01-13,2023-09-25
2017-0032-MAR,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2017-000008,,MAR,Morocco,Northern Africa,Africa,"Oriental,Taza-Al Hoceima-Tounate, Tanger-Tétouan, Fes Boulame provinces",,,No,No,No,,-13,°C,,,,2017,1,15,2017,2,26,,,900000,,900000,,,,,,,78.14100176,"[{""adm1_code"":2109,""adm1_name"":""Oriental""},{""adm1_code"":147328,""adm1_name"":""Fès - Boulemane""},{""adm1_code"":147337,""adm1_name"":""Tanger - Tétouan""},{""adm1_code"":147338,""adm1_name"":""Taza - Al Hoceima - Taounate""}]",2017-02-08,2023-09-25
2017-0033-DZA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CL-2017-000011,,DZA,Algeria,Northern Africa,Africa,"Eastern, Central, high plateau regions. Municipalities of Batna, Biskra, Tizi-Ouzou, Sétif, Souk-Ahras, Laghouat, Jijel, Constantine, Médéa, Djelfa, Tissemsilt, Khenchla, Mila, Oum el Bouaghi, Tébéssa, Bouira, Bordj Bou Arreridj, El Taref, El Bayad, Bejaia, Saida and Gueulma.",,Snow/ice,No,No,No,,,°C,,,,2017,1,16,2017,1,20,,,125000,,125000,,,,,,,78.14100176,"[{""adm1_code"":346,""adm1_name"":""Batna""},{""adm1_code"":348,""adm1_name"":""Bejaia""},{""adm1_code"":349,""adm1_name"":""Biskra""},{""adm1_code"":351,""adm1_name"":""Bordj Bou Arrer""},{""adm1_code"":352,""adm1_name"":""Bouira""},{""adm1_code"":355,""adm1_name"":""Constantine""},{""adm1_code"":356,""adm1_name"":""Djelfa""},{""adm1_code"":357,""adm1_name"":""El Bayadh""},{""adm1_code"":359,""adm1_name"":""El-Tarf""},{""adm1_code"":361,""adm1_name"":""Guelma""},{""adm1_code"":363,""adm1_name"":""Jijel""},{""adm1_code"":364,""adm1_name"":""Khenchela""},{""adm1_code"":365,""adm1_name"":""Laghouat""},{""adm1_code"":367,""adm1_name"":""Medea""},{""adm1_code"":368,""adm1_name"":""Mila""},{""adm1_code"":374,""adm1_name"":""Oum El Bouaghi""},{""adm1_code"":376,""adm1_name"":""Saida""},{""adm1_code"":377,""adm1_name"":""Setif""},{""adm1_code"":380,""adm1_name"":""Souk-Ahras""},{""adm1_code"":382,""adm1_name"":""Tebessa""},{""adm1_code"":386,""adm1_name"":""Tissemsilt""},{""adm1_code"":387,""adm1_name"":""Tizi Ouzou""}]",2017-02-08,2023-09-25
2017-0054-MAR,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2016-000016,,MAR,Morocco,Northern Africa,Africa,"Figuig district (Oriental province), Taza district (Taza - Al Hoceima - Taounate province), Azilal district (Tadla - Azilal province), Chichaoua district (Marrakech - Tensift - Al Haouz province), Guercif (Taza)",Polar air mass flow,,No,No,No,,,°C,,,,2017,2,27,2017,2,27,,,750000,,750000,,,,,,,78.14100176,"[{""adm2_code"":21818,""adm2_name"":""Figuig""},{""adm2_code"":147348,""adm2_name"":""Chichaoua""},{""adm2_code"":21799,""adm2_name"":""Azilal""},{""adm2_code"":21791,""adm2_name"":""Taza""}]",2017-03-01,2023-09-25
2017-0144-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Telangana, Maharashtra, Odisha (Orissa)",,,No,No,No,,48,°C,,,,2017,4,12,2017,6,15,264,,,,,,,,,,,78.14100176,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""}]",2017-05-18,2023-09-25
2018-0018-BGD,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,BGD,Bangladesh,Southern Asia,Asia,,,,No,No,No,,2.6,°C,,,,2018,1,1,2018,1,10,34,,,,,,,,,,,80.04959626,"[{""adm2_code"":5782,""adm2_name"":""Jamalpur""},{""adm2_code"":5790,""adm2_name"":""Netrakona""},{""adm2_code"":5796,""adm2_name"":""Chuadanga""},{""adm2_code"":5800,""adm2_name"":""Kushtia""},{""adm2_code"":5805,""adm2_name"":""Bogra""},{""adm2_code"":5808,""adm2_name"":""Joypurhat""},{""adm2_code"":5812,""adm2_name"":""Natore""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5817,""adm2_name"":""Rajshahi""},{""adm2_code"":5819,""adm2_name"":""Sirajganj""},{""adm2_code"":5806,""adm2_name"":""Dinajpur""},{""adm2_code"":5807,""adm2_name"":""Gaibandha""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5810,""adm2_name"":""Lalmonirhat""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""},{""adm2_code"":5816,""adm2_name"":""Panchagarh""},{""adm2_code"":5818,""adm2_name"":""Rangpur""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2018-01-18,2023-09-25
2018-0030-MAR,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2018-000008,,MAR,Morocco,Northern Africa,Africa,"Chefchaouen, Midelt, Agadir, Ouarzazate, Guercif, Zagora, Taroudant",,Snow/ice,No,No,No,,-5,°C,,,,2018,1,5,2018,1,9,,,70000,,70000,,,,,,,80.04959626,"[{""adm2_code"":21794,""adm2_name"":""Khénifra""},{""adm2_code"":21826,""adm2_name"":""Taroudannt""},{""adm2_code"":147356,""adm2_name"":""Agadir-Ida ou Tanane""},{""adm2_code"":147359,""adm2_name"":""Ouarzazate""},{""adm2_code"":147360,""adm2_name"":""Zagora""},{""adm2_code"":21808,""adm2_name"":""Chefchaouen""},{""adm2_code"":21791,""adm2_name"":""Taza""}]",2018-01-26,2023-09-25
2018-0049-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,New Delhi,,Fog,No,No,No,,4.2,°C,,,,2018,1,1,2018,2,7,44,,,,,,,,,,,80.04959626,"[{""adm2_code"":17633,""adm2_name"":""Delhi""}]",2018-02-27,2023-09-25
2018-0049-NPL,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,NPL,Nepal,Southern Asia,Asia,"SAptari, Rautahat, Siraha regions",,,No,No,No,,,°C,,,,2018,1,1,2018,1,7,50,,,,,,,,,,,80.04959626,,2018-02-27,2023-09-25
2018-0061-CZE,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,CZE,Czechia,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2018,2,23,2018,2,28,3,,,,,,,,,,,80.04959626,,2018-02-28,2023-09-25
2018-0061-EST,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,EST,Estonia,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2018,2,1,2018,2,28,7,,,,,,,,,,,80.04959626,,2018-02-28,2023-09-25
2018-0061-FRA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,FRA,France,Western Europe,Europe,,,,No,No,No,,,°C,,,,2018,2,23,2018,2,28,3,,,,,,,,,,,80.04959626,,2018-02-28,2023-09-25
2018-0061-ITA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,ITA,Italy,Southern Europe,Europe,,,,No,No,No,,,°C,,,,2018,2,23,2018,2,28,1,,,,,,,,,,,80.04959626,,2018-02-28,2023-09-25
2018-0061-LTU,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,LTU,Lithuania,Northern Europe,Europe,,,,No,No,No,,,°C,,,,2018,2,23,2018,2,28,5,,,,,,,,,,,80.04959626,,2018-02-28,2023-09-25
2018-0061-POL,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,POL,Poland,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2018,2,23,2018,2,28,9,,,,,,,,,,,80.04959626,,2018-02-28,2023-09-25
2018-0061-ROU,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,ROU,Romania,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2018,2,23,2018,2,28,2,,,,,,,,,,,80.04959626,,2018-02-28,2023-09-25
2018-0073-MNG,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,GLIDE:CW-2018-000011,Dzud,MNG,Mongolia,Eastern Asia,Asia,"Arkhangai, Bayankhongor, Darkhan, Dornogobi, Umnugobi, Tuv, Uvs provinces",,,No,No,No,,-46.5,°C,,,,2018,1,,2018,2,,,,264000,,264000,,,,,,,80.04959626,"[{""adm1_code"":2075,""adm1_name"":""Arxangai""},{""adm1_code"":2077,""adm1_name"":""Bayanxongor""},{""adm1_code"":2079,""adm1_name"":""Darxan-Uul""},{""adm1_code"":2082,""adm1_name"":""Dornogovi""},{""adm1_code"":2089,""adm1_name"":""O'mnogovi""},{""adm1_code"":2094,""adm1_name"":""To'v""},{""adm1_code"":2096,""adm1_name"":""Uvs""}]",2018-02-28,2023-09-25
2018-0143-PAK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2018-000061,,PAK,Pakistan,Southern Asia,Asia,Karachi,,,No,No,No,,42,°C,,,,2018,5,18,2018,5,22,180,,,,,,,,,,,80.04959626,"[{""adm2_code"":40392,""adm2_name"":""Karachi Central District""},{""adm2_code"":40393,""adm2_name"":""Karachi East District""},{""adm2_code"":40394,""adm2_name"":""Karachi South District""},{""adm2_code"":40395,""adm2_name"":""Karachi West District""}]",2018-05-22,2025-07-15
2018-0195-CAN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,CAN,Canada,Northern America,Americas,"Gatineau, Montréal, Joliette, Saint-Hyacinthe, Saint-Jean-sur-Richelieu, Drummondville, Sherbrooke ,Outaouais, Laurentides, Lanaudière, Victoriaville Trois-Rivières, Québec, La Malbaie, Kamouraska, l’Abitibi-Témiscamingue, Saguenay—Lac-Saint-Jean (Quebec)",,,No,No,No,,37.2,°C,,,,2018,6,29,2018,7,5,70,,,,,,,,,,,80.04959626,"[{""adm2_code"":12698,""adm2_name"":""Arthabaska""},{""adm2_code"":12708,""adm2_name"":""Charlevoix""},{""adm2_code"":12709,""adm2_name"":""Charlevoix-Est""},{""adm2_code"":12711,""adm2_name"":""Québec""},{""adm2_code"":12712,""adm2_name"":""Gatineau""},{""adm2_code"":12713,""adm2_name"":""Montréal""},{""adm2_code"":12714,""adm2_name"":""D'Autray""},{""adm2_code"":12717,""adm2_name"":""Drummond""},{""adm2_code"":12718,""adm2_name"":""Francheville""},{""adm2_code"":12719,""adm2_name"":""Joliette""},{""adm2_code"":12720,""adm2_name"":""Kamouraska""},{""adm2_code"":12723,""adm2_name"":""L'Assomption""},{""adm2_code"":12724,""adm2_name"":""L'Île-d'Orléans""},{""adm2_code"":12727,""adm2_name"":""La Côte-de-Beaupré""},{""adm2_code"":12731,""adm2_name"":""La Jacques-Cartier""},{""adm2_code"":12735,""adm2_name"":""Sherbrooke""},{""adm2_code"":12737,""adm2_name"":""La Vallée-de-la-Gatineau""},{""adm2_code"":12739,""adm2_name"":""Lac-Saint-Jean-Est""},{""adm2_code"":12743,""adm2_name"":""Shawinigan""},{""adm2_code"":12745,""adm2_name"":""Le Saguenay-et-son-Fjord""},{""adm2_code"":12747,""adm2_name"":""Le Haut-Richelieu""},{""adm2_code"":12750,""adm2_name"":""La Tuque""},{""adm2_code"":12755,""adm2_name"":""Les Collines-de-l'Outaouais""},{""adm2_code"":12758,""adm2_name"":""Les Laurentides""},{""adm2_code"":12759,""adm2_name"":""Les Maskoutains""},{""adm2_code"":12760,""adm2_name"":""Les Moulins""},{""adm2_code"":12764,""adm2_name"":""Mékinac""},{""adm2_code"":12767,""adm2_name"":""Maskinongé""},{""adm2_code"":12769,""adm2_name"":""Matawinie""},{""adm2_code"":12773,""adm2_name"":""Montcalm""},{""adm2_code"":12777,""adm2_name"":""Papineau""},{""adm2_code"":12778,""adm2_name"":""Pontiac""},{""adm2_code"":12788,""adm2_name"":""Témiscamingue""}]",2018-07-12,2023-09-25
2018-0226-JPN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,JPN,Japan,Eastern Asia,Asia,Kumagaya (Saitama Prefecture),,,No,No,No,,41.1,°C,,,,2018,7,1,2018,7,15,119,49000,,,49000,,,,,,,80.04959626,"[{""adm2_code"":35947,""adm2_name"":""Kumagayasi""}]",2018-07-24,2023-09-25
2018-0226-KOR,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,KOR,Republic of Korea,Eastern Asia,Asia,,,,No,No,No,,,°C,,,,2018,7,,2018,7,,,,,,,,,,,,,80.04959626,,2018-08-09,2023-09-25
2018-0235-BEL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,BEL,Belgium,Western Europe,Europe,,,,No,No,No,,,°C,,,,2018,7,,2018,7,,,,,,,,,,,,,80.04959626,,2018-07-26,2025-03-18
2018-0235-DEU,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,DEU,Germany,Western Europe,Europe,,,,No,No,No,,38,°C,,,,2018,7,,2018,7,,,,,,,,,,,,,80.04959626,,2018-07-26,2025-03-18
2018-0235-ESP,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ESP,Spain,Southern Europe,Europe,,,,No,No,No,,46.6,°C,,,,2018,8,,2018,8,,9,,,,,,,,,,,80.04959626,,2018-08-08,2025-03-18
2018-0235-FRA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,,,,No,No,No,,38,°C,,,,2018,7,,2018,7,,,,,,,,,,,,,80.04959626,,2018-07-26,2025-03-18
2018-0235-GBR,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,,No,No,No,,33.2,°C,,,,2018,6,30,2018,7,10,820,,,,,,,,,,,80.04959626,,2018-07-26,2025-03-18
2018-0235-ITA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ITA,Italy,Southern Europe,Europe,,,,No,No,No,,40,°C,,,,2018,8,,2018,8,,,,,,,,,,,,,80.04959626,,2018-08-08,2025-03-18
2018-0235-NLD,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,NLD,Netherlands (Kingdom of the),Western Europe,Europe,,,,No,No,No,,,°C,,,,2018,7,,2018,7,,100,,,,,,,,,,,80.04959626,,2018-07-26,2025-03-18
2018-0235-PRT,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,PRT,Portugal,Southern Europe,Europe,,,,No,No,No,,45.2,°C,,,,2018,8,,2018,8,,,,,,,,,,,,,80.04959626,,2018-08-08,2025-03-18
2018-0256-PRK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2018-000126,,PRK,Democratic People's Republic of Korea,Eastern Asia,Asia,"Kumya county (South Hamgyong Province); Sinyang, Songchon counties (South Pyongan province)",,Drought,No,No,No,,37.8,°C,,,,2018,7,11,2018,8,3,,,13768,,13768,,,,,,,80.04959626,"[{""adm2_code"":39560,""adm2_name"":""Kumya""},{""adm2_code"":39672,""adm2_name"":""Sinyang""},{""adm2_code"":39673,""adm2_name"":""Songchan""}]",2018-08-02,2023-09-25
2018-0459-AUS,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,AUS,Australia,Australia and New Zealand,Oceania,,,,No,No,No,,49.3,°C,,,,2018,12,,2019,1,,,,,,,,,,,,,80.04959626,,2019-01-02,2023-09-25
2018-0490-HUN,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,HUN,Hungary,Eastern Europe,Europe,,,,No,No,No,,,°C,,,,2018,12,,2019,2,,179,,,,,,,,,,,80.04959626,,2020-02-10,2023-09-25
2019-0044-DZA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2019-000010,,DZA,Algeria,Northern Africa,Africa,"Tizi Ouzou, Medea, Setif, Bourdj Bouriridj, Batna, Bejaia Bouira, Boumerdes, Jijel (northern governorates); Oum El Bouaghi, El Bayedh, Khanchela (high plateau North-East); Naama governortae (West)",,Snow/ice,No,No,No,,,°C,,,,2019,1,11,2019,3,22,8,25,125000,,125025,,,,,,,81.50030941,"[{""adm1_code"":346,""adm1_name"":""Batna""},{""adm1_code"":348,""adm1_name"":""Bejaia""},{""adm1_code"":351,""adm1_name"":""Bordj Bou Arrer""},{""adm1_code"":352,""adm1_name"":""Bouira""},{""adm1_code"":353,""adm1_name"":""Boumerdes""},{""adm1_code"":357,""adm1_name"":""El Bayadh""},{""adm1_code"":363,""adm1_name"":""Jijel""},{""adm1_code"":364,""adm1_name"":""Khenchela""},{""adm1_code"":367,""adm1_name"":""Medea""},{""adm1_code"":371,""adm1_name"":""Naama""},{""adm1_code"":374,""adm1_name"":""Oum El Bouaghi""},{""adm1_code"":377,""adm1_name"":""Setif""},{""adm1_code"":387,""adm1_name"":""Tizi Ouzou""}]",2019-02-04,2023-09-25
